"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","22060","TOWN OF WATTERSTOWN - GRANT COUNTY","3","2","2","0"
"2021 Spring Primary","22062","TOWN OF WINGVILLE - GRANT COUNTY","11","4","2","0"
"2021 Spring Primary","22064","TOWN OF WOODMAN - GRANT COUNTY","6","6","0","0"
"2021 Spring Primary","22066","TOWN OF WYALUSING - GRANT COUNTY","4","4","3","0"
"2021 Spring Primary","22106","VILLAGE OF BAGLEY - GRANT COUNTY","13","12","2","0"
"2021 Spring Primary","22107","VILLAGE OF BLOOMINGTON - GRANT COUNTY","24","22","7","0"
"2021 Spring Primary","22108","VILLAGE OF BLUE RIVER - GRANT COUNTY","11","11","3","0"
"2021 Spring Primary","22111","VILLAGE OF CASSVILLE - GRANT COUNTY","14","11","5","1"
"2021 Spring Primary","22116","VILLAGE OF DICKEYVILLE - GRANT COUNTY","27","25","8","0"
"2021 Spring Primary","22136","VILLAGE OF HAZEL GREEN - MULTIPLE COUNTIES","58","57","23","0"
"2021 Spring Primary","22147","VILLAGE OF LIVINGSTON - MULTIPLE COUNTIES","7","7","3","0"
"2021 Spring Primary","22151","VILLAGE OF MONTFORT - MULTIPLE COUNTIES","28","28","14","0"
"2021 Spring Primary","22152","VILLAGE OF MOUNT HOPE - GRANT COUNTY","4","0","0",""
"2021 Spring Primary","22153","VILLAGE OF MUSCODA - MULTIPLE COUNTIES","68","68","33","0"
"2021 Spring Primary","22171","VILLAGE OF PATCH GROVE - GRANT COUNTY","2","2","0","0"
"2021 Spring Primary","22172","VILLAGE OF POTOSI - GRANT COUNTY","14","8","3","0"
"2021 Spring Primary","22186","VILLAGE OF TENNYSON - GRANT COUNTY","3","0","0",""
"2021 Spring Primary","22206","CITY OF BOSCOBEL - GRANT COUNTY","103","103","27","0"
"2021 Spring Primary","22211","CITY OF CUBA CITY - MULTIPLE COUNTIES","83","83","26","0"
"2021 Spring Primary","22226","CITY OF FENNIMORE - GRANT COUNTY","270","270","119","0"
"2021 Spring Primary","22246","CITY OF LANCASTER - GRANT COUNTY","142","142","39","0"
"2021 Spring Primary","22271","CITY OF PLATTEVILLE - GRANT COUNTY","427","425","168","21"
"2021 Spring Primary","23002","TOWN OF ADAMS - GREEN COUNTY","28","28","10","2"
"2021 Spring Primary","23004","TOWN OF ALBANY - GREEN COUNTY","39","39","18","1"
"2021 Spring Primary","23006","TOWN OF BROOKLYN - GREEN COUNTY","80","80","43","7"
"2021 Spring Primary","23008","TOWN OF CADIZ - GREEN COUNTY","33","33","22","2"
"2021 Spring Primary","23010","TOWN OF CLARNO - GREEN COUNTY","44","44","22","1"
"2021 Spring Primary","23012","TOWN OF DECATUR - GREEN COUNTY","69","69","36","4"
"2021 Spring Primary","23014","TOWN OF EXETER - GREEN COUNTY","115","115","91","25"
"2021 Spring Primary","23016","TOWN OF JEFFERSON - GREEN COUNTY","43","43","22","0"
"2021 Spring Primary","23018","TOWN OF JORDAN - GREEN COUNTY","29","29","9","2"
"2021 Spring Primary","23020","TOWN OF MONROE - GREEN COUNTY","66","66","44","1"
"2021 Spring Primary","23022","TOWN OF MOUNT PLEASANT - GREEN COUNTY","32","32","19","0"
"2021 Spring Primary","23024","TOWN OF NEW GLARUS - GREEN COUNTY","112","112","73","11"
"2021 Spring Primary","23026","TOWN OF SPRING GROVE - GREEN COUNTY","13","13","8","0"
"2021 Spring Primary","23028","TOWN OF SYLVESTER - GREEN COUNTY","43","43","23","1"
"2021 Spring Primary","23030","TOWN OF WASHINGTON - GREEN COUNTY","41","41","11","0"
"2021 Spring Primary","23032","TOWN OF YORK - GREEN COUNTY","57","57","33","1"
"2021 Spring Primary","23101","VILLAGE OF ALBANY - GREEN COUNTY","27","27","13","0"
"2021 Spring Primary","23110","VILLAGE OF BROWNTOWN - GREEN COUNTY","17","17","7","0"
"2021 Spring Primary","23151","VILLAGE OF MONTICELLO - GREEN COUNTY","72","72","43","4"
"2021 Spring Primary","23161","VILLAGE OF NEW GLARUS - GREEN COUNTY","264","264","176","38"
"2021 Spring Primary","23206","CITY OF BRODHEAD - MULTIPLE COUNTIES","87","87","41","8"
"2021 Spring Primary","23251","CITY OF MONROE - GREEN COUNTY","791","789","498","106"
"2021 Spring Primary","24002","TOWN OF BERLIN - GREEN LAKE COUNTY","28","22","15","3"
"2021 Spring Primary","24004","TOWN OF BROOKLYN - GREEN LAKE COUNTY","92","92","35","4"
"2021 Spring Primary","24006","TOWN OF GREEN LAKE - GREEN LAKE COUNTY","39","39","11","0"
"2021 Spring Primary","24008","TOWN OF KINGSTON - GREEN LAKE COUNTY","13","3","3","0"
"2021 Spring Primary","24010","TOWN OF MACKFORD - GREEN LAKE COUNTY","9","0","0",""
"2021 Spring Primary","24012","TOWN OF MANCHESTER - GREEN LAKE COUNTY","15","11","0","0"
"2021 Spring Primary","24014","TOWN OF MARQUETTE - GREEN LAKE COUNTY","15","15","6","0"
"2021 Spring Primary","24016","TOWN OF PRINCETON - GREEN LAKE COUNTY","63","63","21","0"
"2021 Spring Primary","24018","TOWN OF ST. MARIE - GREEN LAKE COUNTY","7","0","0",""
"2021 Spring Primary","24020","TOWN OF SENECA - GREEN LAKE COUNTY","8","8","4","0"
"2021 Spring Primary","24141","VILLAGE OF KINGSTON - GREEN LAKE COUNTY","3","3","3","0"
"2021 Spring Primary","24154","VILLAGE OF MARQUETTE - GREEN LAKE COUNTY","6","6","6","0"
"2021 Spring Primary","24206","CITY OF BERLIN - MULTIPLE COUNTIES","210","210","87","5"
"2021 Spring Primary","24231","CITY OF GREEN LAKE - GREEN LAKE COUNTY","46","33","16","3"
"2021 Spring Primary","24251","CITY OF MARKESAN - GREEN LAKE COUNTY","62","62","11","0"
"2021 Spring Primary","24271","CITY OF PRINCETON - GREEN LAKE COUNTY","36","36","18","1"
"2021 Spring Primary","25002","TOWN OF ARENA - IOWA COUNTY","79","79","34","0"
"2021 Spring Primary","25004","TOWN OF BRIGHAM - IOWA COUNTY","69","69","40","2"
"2021 Spring Primary","25006","TOWN OF CLYDE - IOWA COUNTY","15","15","8","1"
"2021 Spring Primary","25008","TOWN OF DODGEVILLE - IOWA COUNTY","85","85","40","10"
"2021 Spring Primary","25010","TOWN OF EDEN - IOWA COUNTY","18","18","3","0"
"2021 Spring Primary","25012","TOWN OF HIGHLAND - IOWA COUNTY","9","6","1","0"
"2021 Spring Primary","25014","TOWN OF LINDEN - IOWA COUNTY","27","27","6","0"
"2021 Spring Primary","25016","TOWN OF MIFFLIN - IOWA COUNTY","4","4","1","0"
"2021 Spring Primary","25018","TOWN OF MINERAL POINT - IOWA COUNTY","112","112","67","2"
"2021 Spring Primary","25020","TOWN OF MOSCOW - IOWA COUNTY","29","29","14","2"
"2021 Spring Primary","25022","TOWN OF PULASKI - IOWA COUNTY","13","11","2","0"
"2021 Spring Primary","25024","TOWN OF RIDGEWAY - IOWA COUNTY","34","34","9","1"
"2021 Spring Primary","25026","TOWN OF WALDWICK - IOWA COUNTY","15","15","3","0"
"2021 Spring Primary","25028","TOWN OF WYOMING - IOWA COUNTY","23","22","9","3"
"2021 Spring Primary","25101","VILLAGE OF ARENA - IOWA COUNTY","26","26","11","2"
"2021 Spring Primary","25102","VILLAGE OF AVOCA - IOWA COUNTY","13","13","0","0"
"2021 Spring Primary","25106","VILLAGE OF BARNEVELD - IOWA COUNTY","42","42","12","0"
"2021 Spring Primary","25111","VILLAGE OF COBB - IOWA COUNTY","27","27","15","1"
"2021 Spring Primary","25136","VILLAGE OF HIGHLAND - IOWA COUNTY","29","29","12","0"
"2021 Spring Primary","25137","VILLAGE OF HOLLANDALE - IOWA COUNTY","9","9","7","0"
"2021 Spring Primary","25146","VILLAGE OF LINDEN - IOWA COUNTY","4","4","1","0"
"2021 Spring Primary","25176","VILLAGE OF REWEY - IOWA COUNTY","4","4","0","0"
"2021 Spring Primary","25177","VILLAGE OF RIDGEWAY - IOWA COUNTY","29","29","12","0"
"2021 Spring Primary","25216","CITY OF DODGEVILLE - IOWA COUNTY","425","424","193","5"
"2021 Spring Primary","25251","CITY OF MINERAL POINT - IOWA COUNTY","186","178","69","2"
"2021 Spring Primary","26002","TOWN OF ANDERSON - IRON COUNTY","3","3","0","0"
"2021 Spring Primary","26004","TOWN OF CAREY - IRON COUNTY","2","2","0","0"
"2021 Spring Primary","26006","TOWN OF GURNEY - IRON COUNTY","7","7","5","0"
"2021 Spring Primary","26008","TOWN OF KIMBALL - IRON COUNTY","10","10","4","0"
"2021 Spring Primary","26010","TOWN OF KNIGHT - IRON COUNTY","9","9","6","0"
"2021 Spring Primary","26012","TOWN OF MERCER - IRON COUNTY","168","168","52","4"
"2021 Spring Primary","26014","TOWN OF OMA - IRON COUNTY","28","28","11","0"
"2021 Spring Primary","26016","TOWN OF PENCE - IRON COUNTY","17","17","8","0"
"2021 Spring Primary","26018","TOWN OF SAXON - IRON COUNTY","2","2","0","0"
"2021 Spring Primary","26020","TOWN OF SHERMAN - IRON COUNTY","17","17","4","0"
"2021 Spring Primary","26236","CITY OF HURLEY - IRON COUNTY","149","148","78","1"
"2021 Spring Primary","26251","CITY OF MONTREAL - IRON COUNTY","38","38","21","0"
"2021 Spring Primary","27002","TOWN OF ADAMS - JACKSON COUNTY","47","47","20","0"
"2021 Spring Primary","27004","TOWN OF ALBION - JACKSON COUNTY","30","28","12","0"
"2021 Spring Primary","27006","TOWN OF ALMA - JACKSON COUNTY","16","16","0","0"
"2021 Spring Primary","27010","TOWN OF BROCKWAY - JACKSON COUNTY","39","10","4","0"
"2021 Spring Primary","27014","TOWN OF CLEVELAND - JACKSON COUNTY","15","15","9","0"
"2021 Spring Primary","27016","TOWN OF CURRAN - JACKSON COUNTY","5","5","3","0"
"2021 Spring Primary","27018","TOWN OF FRANKLIN - JACKSON COUNTY","8","8","2","0"
"2021 Spring Primary","27020","TOWN OF GARDEN VALLEY - JACKSON COUNTY","9","9","0","0"
"2021 Spring Primary","27022","TOWN OF GARFIELD - JACKSON COUNTY","18","18","5","0"
"2021 Spring Primary","27024","TOWN OF HIXTON - JACKSON COUNTY","21","21","17","1"
"2021 Spring Primary","27026","TOWN OF IRVING - JACKSON COUNTY","9","9","2","1"
"2021 Spring Primary","27028","TOWN OF KNAPP - JACKSON COUNTY","2","2","1","0"
"2021 Spring Primary","27030","TOWN OF KOMENSKY - JACKSON COUNTY","5","5","0","0"
"2021 Spring Primary","27032","TOWN OF MANCHESTER - JACKSON COUNTY","26","26","11","1"
"2021 Spring Primary","27034","TOWN OF MELROSE - JACKSON COUNTY","4","4","2","2"
"2021 Spring Primary","27036","TOWN OF MILLSTON - JACKSON COUNTY","1","1","0","0"
"2021 Spring Primary","27038","TOWN OF NORTH BEND - JACKSON COUNTY","7","7","0","0"
"2021 Spring Primary","27040","TOWN OF NORTHFIELD - JACKSON COUNTY","7","6","0","0"
"2021 Spring Primary","27042","TOWN OF SPRINGFIELD - JACKSON COUNTY","6","6","0","0"
"2021 Spring Primary","27101","VILLAGE OF ALMA CENTER - JACKSON COUNTY","10","10","4","0"
"2021 Spring Primary","27151","VILLAGE OF MELROSE - JACKSON COUNTY","8","8","3","0"
"2021 Spring Primary","27152","VILLAGE OF MERRILLAN - JACKSON COUNTY","13","13","6","0"
"2021 Spring Primary","27186","VILLAGE OF TAYLOR - JACKSON COUNTY","4","4","2","0"
"2021 Spring Primary","27206","CITY OF BLACK RIVER FALLS - JACKSON COUNTY","166","166","87","9"
"2021 Spring Primary","28002","TOWN OF AZTALAN - JEFFERSON COUNTY","69","69","37","0"
"2021 Spring Primary","28004","TOWN OF COLD SPRING - JEFFERSON COUNTY","23","23","5","0"
"2021 Spring Primary","28006","TOWN OF CONCORD - JEFFERSON COUNTY","110","94","0","0"
"2021 Spring Primary","28008","TOWN OF FARMINGTON - JEFFERSON COUNTY","54","43","0","0"
"2021 Spring Primary","28010","TOWN OF HEBRON - JEFFERSON COUNTY","32","32","7","0"
"2021 Spring Primary","28012","TOWN OF IXONIA - JEFFERSON COUNTY","233","233","165","96"
"2021 Spring Primary","28014","TOWN OF JEFFERSON - JEFFERSON COUNTY","73","65","29","0"
"2021 Spring Primary","28016","TOWN OF KOSHKONONG - JEFFERSON COUNTY","157","114","26","1"
"2021 Spring Primary","28018","TOWN OF LAKE MILLS - JEFFERSON COUNTY","181","176","87","0"
"2021 Spring Primary","28020","TOWN OF MILFORD - JEFFERSON COUNTY","36","35","2","0"
"2021 Spring Primary","28022","TOWN OF OAKLAND - JEFFERSON COUNTY","189","189","53","6"
"2021 Spring Primary","28024","TOWN OF PALMYRA - JEFFERSON COUNTY","60","60","24","0"
"2021 Spring Primary","28026","TOWN OF SULLIVAN - JEFFERSON COUNTY","105","99","28","0"
"2021 Spring Primary","28028","TOWN OF SUMNER - JEFFERSON COUNTY","35","34","10","0"
"2021 Spring Primary","28030","TOWN OF WATERLOO - JEFFERSON COUNTY","34","34","10","0"
"2021 Spring Primary","28032","TOWN OF WATERTOWN - JEFFERSON COUNTY","79","34","25","0"
"2021 Spring Primary","28141","VILLAGE OF JOHNSON CREEK - JEFFERSON COUNTY","144","144","48","4"
"2021 Spring Primary","28171","VILLAGE OF PALMYRA - JEFFERSON COUNTY","57","57","23","1"
"2021 Spring Primary","28181","VILLAGE OF SULLIVAN - JEFFERSON COUNTY","20","20","8","0"
"2021 Spring Primary","28226","CITY OF FORT ATKINSON - JEFFERSON COUNTY","561","560","189","7"
"2021 Spring Primary","28241","CITY OF JEFFERSON - JEFFERSON COUNTY","371","370","125","5"
"2021 Spring Primary","28246","CITY OF LAKE MILLS - JEFFERSON COUNTY","353","352","152","21"
"2021 Spring Primary","28290","CITY OF WATERLOO - JEFFERSON COUNTY","131","131","77","17"
"2021 Spring Primary","28291","CITY OF WATERTOWN - MULTIPLE COUNTIES","1146","1146","652","90"
"2021 Spring Primary","29002","TOWN OF ARMENIA - JUNEAU COUNTY","30","23","2","0"
"2021 Spring Primary","29004","TOWN OF CLEARFIELD - JUNEAU COUNTY","43","43","14","0"
"2021 Spring Primary","29006","TOWN OF CUTLER - JUNEAU COUNTY","8","0","0",""
"2021 Spring Primary","29010","TOWN OF FOUNTAIN - JUNEAU COUNTY","13","12","7","0"
"2021 Spring Primary","29012","TOWN OF GERMANTOWN - JUNEAU COUNTY","39","13","2","0"
"2021 Spring Primary","29014","TOWN OF KILDARE - JUNEAU COUNTY","15","0","0",""
"2021 Spring Primary","29016","TOWN OF KINGSTON - JUNEAU COUNTY","1","0","0",""
"2021 Spring Primary","29018","TOWN OF LEMONWEIR - JUNEAU COUNTY","43","39","12","0"
"2021 Spring Primary","29020","TOWN OF LINDINA - JUNEAU COUNTY","16","0","0",""
"2021 Spring Primary","29022","TOWN OF LISBON - JUNEAU COUNTY","40","34","13","0"
"2021 Spring Primary","29024","TOWN OF LYNDON - JUNEAU COUNTY","56","36","8","0"
"2021 Spring Primary","29026","TOWN OF MARION - JUNEAU COUNTY","7","0","0",""
"2021 Spring Primary","29028","TOWN OF NECEDAH - JUNEAU COUNTY","146","146","77","0"
"2021 Spring Primary","29030","TOWN OF ORANGE - JUNEAU COUNTY","7","0","0",""
"2021 Spring Primary","29032","TOWN OF PLYMOUTH - JUNEAU COUNTY","35","29","21","0"
"2021 Spring Primary","29034","TOWN OF SEVEN MILE CREEK - JUNEAU COUNTY","3","0","0",""
"2021 Spring Primary","29036","TOWN OF SUMMIT - JUNEAU COUNTY","15","4","0","0"
"2021 Spring Primary","29038","TOWN OF WONEWOC - JUNEAU COUNTY","25","11","7","0"
"2021 Spring Primary","29111","VILLAGE OF CAMP DOUGLAS - JUNEAU COUNTY","13","11","3","0"
"2021 Spring Primary","29136","VILLAGE OF HUSTLER - JUNEAU COUNTY","8","7","4","0"
"2021 Spring Primary","29146","VILLAGE OF LYNDON STATION - JUNEAU COUNTY","14","0","0",""
"2021 Spring Primary","29161","VILLAGE OF NECEDAH - JUNEAU COUNTY","57","57","21","0"
"2021 Spring Primary","29186","VILLAGE OF UNION CENTER - JUNEAU COUNTY","7","0","0",""
"2021 Spring Primary","29191","VILLAGE OF WONEWOC - JUNEAU COUNTY","14","7","2","0"
"2021 Spring Primary","29221","CITY OF ELROY - JUNEAU COUNTY","24","24","6","2"
"2021 Spring Primary","29251","CITY OF MAUSTON - JUNEAU COUNTY","194","194","81","11"
"2021 Spring Primary","29261","CITY OF NEW LISBON - JUNEAU COUNTY","33","33","8","0"
"2021 Spring Primary","30002","TOWN OF BRIGHTON - KENOSHA COUNTY","54","54","16","0"
"2021 Spring Primary","30006","TOWN OF PARIS - KENOSHA COUNTY","48","48","9","0"
"2021 Spring Primary","30010","TOWN OF RANDALL - KENOSHA COUNTY","113","111","29","4"
"2021 Spring Primary","30014","TOWN OF SOMERS - KENOSHA COUNTY","66","66","24","1"
"2021 Spring Primary","30016","TOWN OF WHEATLAND - KENOSHA COUNTY","128","128","59","5"
"2021 Spring Primary","30104","VILLAGE OF BRISTOL - KENOSHA COUNTY","221","220","81","2"
"2021 Spring Primary","30171","VILLAGE OF PADDOCK LAKE - KENOSHA COUNTY","107","107","43","8"
"2021 Spring Primary","30174","VILLAGE OF PLEASANT PRAIRIE - KENOSHA COUNTY","1315","1311","564","76"
"2021 Spring Primary","30179","Village of SALEM LAKES - KENOSHA COUNTY","594","594","254","39"
"2021 Spring Primary","30182","VILLAGE OF SOMERS - KENOSHA COUNTY","549","545","218","20"
"2021 Spring Primary","30186","VILLAGE OF TWIN LAKES - KENOSHA COUNTY","268","268","100","7"
"2021 Spring Primary","30241","CITY OF KENOSHA - KENOSHA COUNTY","6149","6146","2740","135"
"2021 Spring Primary","31002","TOWN OF AHNAPEE - KEWAUNEE COUNTY","25","25","13","0"
"2021 Spring Primary","31004","TOWN OF CARLTON - KEWAUNEE COUNTY","5","5","2","0"
"2021 Spring Primary","31006","TOWN OF CASCO - KEWAUNEE COUNTY","48","46","22","0"
"2021 Spring Primary","31008","TOWN OF FRANKLIN - KEWAUNEE COUNTY","24","24","7","0"
"2021 Spring Primary","31010","TOWN OF LINCOLN - KEWAUNEE COUNTY","41","41","6","0"
"2021 Spring Primary","31012","TOWN OF LUXEMBURG - KEWAUNEE COUNTY","31","31","13","0"
"2021 Spring Primary","31014","TOWN OF MONTPELIER - KEWAUNEE COUNTY","20","20","8","0"
"2021 Spring Primary","31016","TOWN OF PIERCE - KEWAUNEE COUNTY","34","34","24","0"
"2021 Spring Primary","31018","TOWN OF RED RIVER - KEWAUNEE COUNTY","58","57","18","0"
"2021 Spring Primary","31020","TOWN OF WEST KEWAUNEE - KEWAUNEE COUNTY","23","23","13","0"
"2021 Spring Primary","31111","VILLAGE OF CASCO - KEWAUNEE COUNTY","13","13","6","0"
"2021 Spring Primary","31146","VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY","93","88","38","0"
"2021 Spring Primary","31201","CITY OF ALGOMA - KEWAUNEE COUNTY","207","206","100","0"
"2021 Spring Primary","31241","CITY OF KEWAUNEE - KEWAUNEE COUNTY","162","162","64","0"
"2021 Spring Primary","32002","TOWN OF BANGOR - LA CROSSE COUNTY","6","6","2","0"
"2021 Spring Primary","32004","TOWN OF BARRE - LA CROSSE COUNTY","28","28","11","0"
"2021 Spring Primary","32006","TOWN OF BURNS - LA CROSSE COUNTY","24","24","5","0"
"2021 Spring Primary","32008","TOWN OF CAMPBELL - LA CROSSE COUNTY","216","216","123","33"
"2021 Spring Primary","32010","TOWN OF FARMINGTON - LA CROSSE COUNTY","89","89","55","4"
"2021 Spring Primary","32012","TOWN OF GREENFIELD - LA CROSSE COUNTY","119","119","67","4"
"2021 Spring Primary","32014","TOWN OF HAMILTON - LA CROSSE COUNTY","77","76","42","2"
"2021 Spring Primary","32016","TOWN OF HOLLAND - LA CROSSE COUNTY","200","200","127","8"
"2021 Spring Primary","32018","TOWN OF MEDARY - LA CROSSE COUNTY","89","87","49","1"
"2021 Spring Primary","32020","TOWN OF ONALASKA - LA CROSSE COUNTY","283","282","150","25"
"2021 Spring Primary","32022","TOWN OF SHELBY - LA CROSSE COUNTY","221","220","103","14"
"2021 Spring Primary","32024","TOWN OF WASHINGTON - LA CROSSE COUNTY","28","28","20","0"
"2021 Spring Primary","32106","VILLAGE OF BANGOR - LA CROSSE COUNTY","25","25","15","0"
"2021 Spring Primary","32136","VILLAGE OF HOLMEN - LA CROSSE COUNTY","471","469","235","29"
"2021 Spring Primary","32176","VILLAGE OF ROCKLAND - MULTIPLE COUNTIES","1","1","1","0"
"2021 Spring Primary","32191","VILLAGE OF WEST SALEM - LA CROSSE COUNTY","176","176","92","14"
"2021 Spring Primary","32246","CITY OF LA CROSSE - LA CROSSE COUNTY","3995","3988","2560","323"
"2021 Spring Primary","32265","CITY OF ONALASKA - LA CROSSE COUNTY","1139","1137","522","63"
"2021 Spring Primary","33002","TOWN OF ARGYLE - LAFAYETTE COUNTY","13","13","9","0"
"2021 Spring Primary","33004","TOWN OF BELMONT - LAFAYETTE COUNTY","24","24","4","0"
"2021 Spring Primary","33006","TOWN OF BENTON - LAFAYETTE COUNTY","3","3","2","0"
"2021 Spring Primary","33008","TOWN OF BLANCHARD - LAFAYETTE COUNTY","12","12","6","0"
"2021 Spring Primary","33010","TOWN OF DARLINGTON - LAFAYETTE COUNTY","38","38","3","0"
"2021 Spring Primary","33012","TOWN OF ELK GROVE - LAFAYETTE COUNTY","9","9","6","0"
"2021 Spring Primary","33014","TOWN OF FAYETTE - LAFAYETTE COUNTY","2","2","0","0"
"2021 Spring Primary","33016","TOWN OF GRATIOT - LAFAYETTE COUNTY","9","9","5","0"
"2021 Spring Primary","33018","TOWN OF KENDALL - LAFAYETTE COUNTY","16","16","11","0"
"2021 Spring Primary","33020","TOWN OF LAMONT - LAFAYETTE COUNTY","2","2","0","0"
"2021 Spring Primary","33022","TOWN OF MONTICELLO - LAFAYETTE COUNTY","6","6","5","0"
"2021 Spring Primary","33026","TOWN OF SEYMOUR - LAFAYETTE COUNTY","2","2","0","0"
"2021 Spring Primary","33030","TOWN OF WAYNE - LAFAYETTE COUNTY","45","45","17","0"
"2021 Spring Primary","33034","TOWN OF WILLOW SPRINGS - LAFAYETTE COUNTY","26","26","10","0"
"2021 Spring Primary","33036","TOWN OF WIOTA - LAFAYETTE COUNTY","17","17","12","0"
"2021 Spring Primary","33101","VILLAGE OF ARGYLE - LAFAYETTE COUNTY","41","41","11","0"
"2021 Spring Primary","33106","VILLAGE OF BELMONT - LAFAYETTE COUNTY","36","36","18","0"
"2021 Spring Primary","33107","VILLAGE OF BENTON - LAFAYETTE COUNTY","43","43","24","0"
"2021 Spring Primary","33108","VILLAGE OF BLANCHARDVILLE - MULTIPLE COUNTIES","62","62","32","3"
"2021 Spring Primary","33131","VILLAGE OF GRATIOT - LAFAYETTE COUNTY","4","4","3","0"
"2021 Spring Primary","33181","VILLAGE OF SOUTH WAYNE - LAFAYETTE COUNTY","5","5","0","0"
"2021 Spring Primary","33216","CITY OF DARLINGTON - LAFAYETTE COUNTY","107","107","39","3"
"2021 Spring Primary","33281","CITY OF SHULLSBURG - LAFAYETTE COUNTY","74","74","41","1"
"2021 Spring Primary","34002","TOWN OF ACKLEY - LANGLADE COUNTY","9","6","0","0"
"2021 Spring Primary","34004","TOWN OF AINSWORTH - LANGLADE COUNTY","17","9","5","0"
"2021 Spring Primary","34006","TOWN OF ANTIGO - LANGLADE COUNTY","32","32","17","1"
"2021 Spring Primary","34008","TOWN OF ELCHO - LANGLADE COUNTY","45","42","19","5"
"2021 Spring Primary","34010","TOWN OF EVERGREEN - LANGLADE COUNTY","13","4","2","0"
"2021 Spring Primary","34012","TOWN OF LANGLADE - LANGLADE COUNTY","35","31","14","0"
"2021 Spring Primary","34014","TOWN OF NEVA - LANGLADE COUNTY","13","13","0","0"
"2021 Spring Primary","34016","TOWN OF NORWOOD - LANGLADE COUNTY","19","0","0",""
"2021 Spring Primary","34018","TOWN OF PARRISH - LANGLADE COUNTY","1","0","0",""
"2021 Spring Primary","34020","TOWN OF PECK - LANGLADE COUNTY","1","1","1","0"
"2021 Spring Primary","34022","TOWN OF POLAR - LANGLADE COUNTY","30","17","0","0"
"2021 Spring Primary","34024","TOWN OF PRICE - LANGLADE COUNTY","4","0","0",""
"2021 Spring Primary","34026","TOWN OF ROLLING - LANGLADE COUNTY","92","57","29","0"
"2021 Spring Primary","34028","TOWN OF SUMMIT - LANGLADE COUNTY","3","0","0",""
"2021 Spring Primary","34030","TOWN OF UPHAM - LANGLADE COUNTY","23","11","0","0"
"2021 Spring Primary","34032","TOWN OF VILAS - LANGLADE COUNTY","1","0","0",""
"2021 Spring Primary","34034","TOWN OF WOLF RIVER - LANGLADE COUNTY","43","43","2","0"
"2021 Spring Primary","34191","VILLAGE OF WHITE LAKE - LANGLADE COUNTY","4","4","0","0"
"2021 Spring Primary","34201","CITY OF ANTIGO - LANGLADE COUNTY","256","255","101","6"
"2021 Spring Primary","35002","TOWN OF BIRCH - LINCOLN COUNTY","7","7","2","0"
"2021 Spring Primary","35004","TOWN OF BRADLEY - LINCOLN COUNTY","108","108","39","0"
"2021 Spring Primary","35006","TOWN OF CORNING - LINCOLN COUNTY","31","31","5","0"
"2021 Spring Primary","35008","TOWN OF HARDING - LINCOLN COUNTY","5","5","2","0"
"2021 Spring Primary","35010","TOWN OF HARRISON - LINCOLN COUNTY","18","18","8","0"
"2021 Spring Primary","35012","TOWN OF KING - LINCOLN COUNTY","53","53","21","0"
"2021 Spring Primary","35014","TOWN OF MERRILL - LINCOLN COUNTY","97","97","33","0"
"2021 Spring Primary","35016","TOWN OF PINE RIVER - LINCOLN COUNTY","61","59","13","0"
"2021 Spring Primary","35018","TOWN OF ROCK FALLS - LINCOLN COUNTY","23","21","0","0"
"2021 Spring Primary","35020","TOWN OF RUSSELL - LINCOLN COUNTY","21","21","13","0"
"2021 Spring Primary","35022","TOWN OF SCHLEY - LINCOLN COUNTY","27","27","6","0"
"2021 Spring Primary","35024","TOWN OF SCOTT - LINCOLN COUNTY","44","21","11","0"
"2021 Spring Primary","35026","TOWN OF SKANAWAN - LINCOLN COUNTY","12","12","0","0"
"2021 Spring Primary","35030","TOWN OF TOMAHAWK - LINCOLN COUNTY","26","26","0","0"
"2021 Spring Primary","35032","TOWN OF WILSON - LINCOLN COUNTY","10","9","0","0"
"2021 Spring Primary","35251","CITY OF MERRILL - LINCOLN COUNTY","521","521","155","8"
"2021 Spring Primary","35286","CITY OF TOMAHAWK - LINCOLN COUNTY","245","242","72","2"
"2021 Spring Primary","36002","TOWN OF CATO - MANITOWOC COUNTY","9","9","5","0"
"2021 Spring Primary","36004","TOWN OF CENTERVILLE - MANITOWOC COUNTY","20","20","11","0"
"2021 Spring Primary","36006","TOWN OF COOPERSTOWN - MANITOWOC COUNTY","47","46","20","1"
"2021 Spring Primary","36008","TOWN OF EATON - MANITOWOC COUNTY","16","16","3","0"
"2021 Spring Primary","36010","TOWN OF FRANKLIN - MANITOWOC COUNTY","28","28","6","0"
"2021 Spring Primary","36012","TOWN OF GIBSON - MANITOWOC COUNTY","54","54","31","0"
"2021 Spring Primary","36014","TOWN OF KOSSUTH - MANITOWOC COUNTY","56","56","33","0"
"2021 Spring Primary","36016","TOWN OF LIBERTY - MANITOWOC COUNTY","26","26","12","0"
"2021 Spring Primary","36018","TOWN OF MANITOWOC - MANITOWOC COUNTY","52","51","28","0"
"2021 Spring Primary","36020","TOWN OF MANITOWOC RAPIDS - MANITOWOC COUNTY","146","146","93","0"
"2021 Spring Primary","36022","TOWN OF MAPLE GROVE - MANITOWOC COUNTY","18","17","0","0"
"2021 Spring Primary","36024","TOWN OF MEEME - MANITOWOC COUNTY","41","41","27","0"
